current,voltage,temperature,cell_voltage_min,soc,cycle_count,internal_resistance,charge_capacity,discharge_capacity,c_rate,dod,soh,cell_voltage_max,mfg_rated_cycles,calendar_age_days,chemistry_type
-5.9,3.2966,34.7,3.2895,0.2637,21,0.030762,53.31,53.91,0.1136,0.364,0.9777,3.3038,915,59,0.0
12.01,3.779,30.1,3.766,0.6475,29,0.030678,53.94,52.0,0.2219,0.4504,0.9741,3.7919,915,65,0.0
42.05,3.5297,19.3,3.5266,0.4429,36,0.030069,53.97,54.24,0.7576,0.4543,0.9812,3.5328,915,70,0.0
-18.43,3.5481,30.6,3.5235,0.4387,43,0.032192,53.36,51.95,0.3494,0.7548,0.9664,3.5727,915,75,0.0
-39.79,3.335,36.4,3.3266,0.2775,51,0.03223,55.09,51.26,0.7346,0.5184,0.9717,3.3434,915,81,0.0
-33.3,4.035,25.6,4.0075,0.8481,58,0.031627,53.41,53.47,0.6314,0.5199,0.9832,4.0626,915,87,0.0
-17.51,3.9034,35.4,3.9021,0.7654,65,0.027891,52.85,52.23,0.2881,0.7697,0.9636,3.9046,915,92,0.0
37.89,4.0019,21.1,3.9754,0.8543,73,0.032046,53.52,54.31,0.791,0.5804,0.9767,4.0285,915,98,0.0
-13.59,3.4676,41.3,3.4567,0.3853,80,0.030626,51.88,51.22,0.2781,0.5089,0.9525,3.4785,915,103,0.0
-11.62,3.516,15.1,3.4981,0.4088,87,0.029774,52.25,52.29,0.2207,0.741,0.979,3.5339,915,108,0.0
-26.31,3.3305,45.0,3.3219,0.2546,95,0.026159,51.41,51.38,0.4572,0.6146,0.9576,3.339,915,114,0.0
11.8,4.0282,29.8,3.977,0.8471,102,0.028968,50.61,51.13,0.217,0.661,0.9655,4.0794,915,119,0.0
23.74,3.9274,24.9,3.8887,0.7825,109,0.030595,53.68,52.19,0.3962,0.7716,0.9574,3.9662,915,125,0.0
-6.7,3.7063,30.5,3.6889,0.577,117,0.034401,51.64,51.02,0.1176,0.7761,0.9595,3.7236,915,131,0.0
-25.94,3.7747,5.4,3.748,0.672,124,0.029224,52.12,52.49,0.4945,0.8451,0.9763,3.8013,915,136,0.0
-10.62,3.9083,15.3,3.8933,0.7508,131,0.029642,52.85,52.3,0.2075,0.3121,0.9559,3.9232,915,141,0.0
-18.93,3.7066,25.1,3.7013,0.5859,139,0.032245,51.99,53.58,0.3467,0.4176,0.9541,3.712,915,147,0.0
23.69,3.9615,26.5,3.9155,0.8212,146,0.029221,51.93,53.51,0.4289,0.1812,0.9608,4.0076,915,152,0.0
-36.29,3.7095,16.9,3.701,0.6016,153,0.030242,50.99,52.99,0.6274,0.4066,0.9597,3.7179,915,157,0.0
24.9,3.8041,27.0,3.7624,0.694,161,0.029544,50.34,52.52,0.4739,0.369,0.9512,3.8458,915,163,0.0
41.74,3.8412,31.3,3.8376,0.6861,168,0.030599,52.0,51.06,0.7613,0.5004,0.9528,3.8447,915,168,0.0
-31.38,3.8437,23.5,3.8434,0.6914,175,0.028596,52.49,52.17,0.5382,0.2682,0.9543,3.8439,915,174,0.0
19.23,3.8827,30.9,3.8748,0.7409,183,0.029448,50.74,51.92,0.3332,0.2788,0.9427,3.8906,915,180,0.0
-15.81,3.9747,22.0,3.9604,0.797,190,0.028876,51.9,52.35,0.2603,0.4866,0.9477,3.9889,915,185,0.0
12.25,3.4363,35.4,3.4324,0.3597,197,0.030841,50.51,49.78,0.2298,0.6208,0.943,3.4403,915,190,0.0
-29.34,3.8551,22.7,3.8381,0.7099,204,0.030087,50.52,51.87,0.5587,0.6081,0.9542,3.8721,915,195,0.0
18.43,3.6046,22.9,3.6035,0.5295,212,0.03244,54.49,52.77,0.3605,0.589,0.9508,3.6058,915,201,0.0
32.7,3.6004,24.0,3.483,0.4957,219,0.032687,52.36,51.35,0.6731,0.3977,0.9494,3.7179,915,206,0.0
31.59,3.3424,21.3,3.3421,0.2713,226,0.029719,51.55,51.98,0.5982,0.5559,0.9455,3.3428,915,212,0.0
11.49,3.5045,13.5,3.4898,0.4164,234,0.033372,53.22,51.16,0.2313,0.7156,0.9551,3.5191,915,218,0.0
29.86,3.8552,7.4,3.8525,0.7043,241,0.03163,52.05,53.47,0.5563,0.7147,0.9581,3.8579,915,223,0.0
15.62,3.3859,41.0,3.3761,0.319,248,0.035992,50.95,48.73,0.2906,0.4395,0.9055,3.3957,915,228,0.0
-10.25,3.6508,21.5,3.6206,0.5434,256,0.033935,52.73,51.88,0.1838,0.3616,0.9393,3.681,915,234,0.0
-93.25,3.9333,26.7,3.9325,0.7781,263,0.033547,50.32,52.12,1.6586,0.6085,0.9301,3.9342,915,239,0.0
24.2,3.8115,31.8,3.8064,0.6813,270,0.033274,48.91,52.45,0.4386,0.886,0.9307,3.8166,915,244,0.0
18.97,3.7152,24.9,3.7124,0.6242,278,0.032488,51.46,52.58,0.3196,0.4298,0.9398,3.718,915,250,0.0
-10.25,3.5329,21.4,3.5103,0.4604,285,0.03228,52.39,52.72,0.1824,0.7433,0.9428,3.5555,915,255,0.0
19.57,3.5612,16.5,3.5557,0.4673,292,0.031407,53.98,52.84,0.3577,0.4615,0.9438,3.5666,915,261,0.0
37.76,3.7985,31.5,3.7822,0.6431,300,0.035491,50.44,50.11,0.7143,0.6229,0.9233,3.8147,915,267,0.0
-20.69,4.0023,31.1,3.995,0.8416,307,0.032914,50.39,50.86,0.395,0.05,0.9276,4.0096,915,272,0.0
-36.12,3.5918,27.1,3.579,0.5037,314,0.029833,50.87,49.54,0.6327,0.5192,0.9375,3.6046,915,277,0.0
27.97,3.8357,18.7,3.8285,0.6942,322,0.035151,50.06,52.22,0.5229,0.5557,0.9416,3.8429,915,283,0.0
-14.32,3.9867,12.7,3.9393,0.8185,329,0.032605,52.12,49.63,0.2953,0.05,0.943,4.0342,915,288,0.0
-38.66,3.7886,21.5,3.7823,0.6523,336,0.033531,49.18,50.96,0.7416,0.5502,0.9355,3.7949,915,293,0.0
-19.25,3.791,35.1,3.7556,0.6493,344,0.032655,50.23,50.41,0.3576,0.1979,0.9016,3.8264,915,299,0.0
-12.61,3.8788,39.4,3.8186,0.7138,351,0.0321,48.43,47.98,0.2188,0.4165,0.8824,3.9389,915,305,0.0
-13.03,3.9161,32.1,3.91,0.771,358,0.035806,48.35,49.8,0.2429,0.146,0.9125,3.9222,915,310,0.0
-18.08,3.7775,37.3,3.7738,0.6512,366,0.037627,48.05,47.92,0.3379,0.5105,0.8851,3.7812,915,316,0.0
32.13,4.0732,25.7,4.0719,0.8913,373,0.032863,49.33,52.23,0.5951,0.4514,0.9356,4.0745,915,321,0.0
89.62,3.9239,17.3,3.9214,0.7792,380,0.033867,51.2,48.58,1.6281,0.6572,0.9415,3.9264,915,326,0.0
-35.38,4.0029,33.3,3.9843,0.8465,387,0.035384,50.08,51.05,0.6782,0.2439,0.9056,4.0215,915,331,0.0
-26.29,3.8114,21.0,3.8013,0.6781,395,0.033661,52.06,50.23,0.4726,0.5258,0.9236,3.8215,915,337,0.0
21.37,3.7923,21.1,3.7741,0.6558,402,0.033362,48.9,50.57,0.3784,0.7111,0.9402,3.8105,915,342,0.0
20.53,4.0103,17.0,3.9774,0.8457,409,0.033913,49.73,51.07,0.375,0.2432,0.9372,4.0433,915,348,0.0
42.87,3.539,27.5,3.5243,0.4479,417,0.031571,51.36,49.72,0.7825,0.6462,0.9068,3.5538,915,354,0.0
-37.23,3.2981,34.6,3.2729,0.2501,424,0.035705,47.7,47.58,0.69,0.8584,0.8986,3.3233,915,359,0.0
-7.76,3.8263,23.1,3.8191,0.6814,431,0.03456,50.88,50.24,0.1463,0.1435,0.931,3.8335,915,364,0.0
-11.92,3.4403,12.9,3.4134,0.3524,439,0.029993,51.82,52.31,0.2107,0.7958,0.939,3.4671,915,370,0.0
14.84,3.6088,12.2,3.6067,0.5039,446,0.034307,52.13,50.99,0.2979,0.2799,0.948,3.611,915,375,0.0
-16.85,3.8964,21.8,3.8951,0.7412,453,0.034706,52.32,51.03,0.271,0.5733,0.9289,3.8977,915,380,0.0
6.28,3.2915,17.3,3.2768,0.2671,461,0.031609,49.95,51.75,0.1251,0.3564,0.9377,3.3062,915,386,0.0
-15.04,3.5218,19.3,3.5188,0.4294,468,0.031644,50.47,51.81,0.2819,0.6571,0.9246,3.5247,915,392,0.0
-20.25,3.8652,11.2,3.8642,0.7108,475,0.032264,51.05,50.25,0.369,0.6641,0.9415,3.8662,915,397,0.0
-29.57,4.0475,12.8,4.0384,0.8794,483,0.029569,50.95,52.2,0.5673,0.1682,0.9425,4.0567,915,403,0.0
-25.39,4.0116,20.3,3.9864,0.8381,490,0.030521,51.6,51.24,0.481,0.2233,0.9296,4.0369,915,408,0.0
19.16,3.9144,31.3,3.9045,0.7554,497,0.033649,49.51,49.49,0.3391,0.6889,0.905,3.9243,915,413,0.0
24.57,3.8073,28.9,3.7954,0.6788,505,0.036829,50.28,51.1,0.4412,0.3986,0.9132,3.8192,915,419,0.0
-15.77,3.902,28.5,3.8931,0.7552,512,0.030981,47.57,49.12,0.2788,0.2103,0.9139,3.9109,915,424,0.0
24.4,4.0415,8.9,4.0398,0.8804,519,0.034174,52.88,50.85,0.4424,0.2282,0.9437,4.0432,915,429,0.0
-41.79,3.7342,20.2,3.7267,0.5866,527,0.033326,48.8,50.66,0.7868,0.5136,0.9219,3.7417,915,435,0.0
-30.8,3.6646,31.0,3.6586,0.561,534,0.030378,47.49,47.36,0.5919,0.6916,0.8924,3.6705,915,441,0.0
-30.46,3.8498,10.0,3.8216,0.7317,541,0.034096,50.8,51.39,0.5492,0.3528,0.9337,3.8781,915,446,0.0
-17.52,3.5942,25.2,3.5691,0.4837,549,0.033861,49.45,49.1,0.3141,0.5899,0.9194,3.6193,915,452,0.0
-53.99,3.6264,39.8,3.619,0.5258,556,0.042849,42.1,45.36,0.9428,0.5164,0.8124,3.6339,915,457,0.0
31.15,3.7143,35.6,3.7068,0.59,563,0.03636,47.49,47.72,0.5522,0.5543,0.8651,3.7218,915,462,0.0
-29.88,3.3578,18.8,3.3469,0.2987,570,0.03115,52.32,49.97,0.4975,0.7183,0.9247,3.3686,915,467,0.0
-26.02,3.4297,29.6,3.4184,0.3552,578,0.033552,47.74,47.77,0.4568,0.4793,0.8932,3.4411,915,473,0.0
-24.28,3.6193,21.5,3.6181,0.5105,585,0.033043,51.35,49.97,0.4456,0.5583,0.9216,3.6206,915,479,0.0
-13.17,3.6089,13.6,3.6001,0.5123,592,0.033236,50.69,50.23,0.2622,0.5476,0.9292,3.6177,915,484,0.0
83.5,3.8062,33.0,3.7964,0.672,600,0.039392,44.99,46.66,1.4754,0.4165,0.8492,3.816,915,490,0.0
-36.22,3.3461,26.2,3.3425,0.2786,607,0.031585,47.85,49.96,0.6598,0.4264,0.8991,3.3497,915,495,0.0
-23.51,3.7032,27.8,3.7006,0.5846,614,0.033189,49.08,48.52,0.4205,0.585,0.9019,3.7059,915,500,0.0
-13.1,3.4352,20.0,3.43,0.3556,622,0.030099,50.69,50.84,0.2396,0.6334,0.921,3.4404,915,506,0.0
76.12,3.8789,18.8,3.8789,0.7326,629,0.034382,50.05,50.29,1.3417,0.2638,0.9147,3.8789,915,511,0.0
-37.14,3.2504,25.1,3.2475,0.2016,636,0.0355,47.14,48.13,0.7064,0.8876,0.8923,3.2533,915,517,0.0
-90.52,3.8243,36.9,3.7974,0.6832,644,0.045542,42.32,41.83,1.7297,0.6852,0.7739,3.8511,915,522,0.0
-12.04,3.9001,18.9,3.8997,0.76,651,0.03353,50.61,48.93,0.2192,0.3193,0.9161,3.9005,915,528,0.0
-15.95,3.7785,31.6,3.7753,0.6324,658,0.036572,46.29,47.45,0.2722,0.6014,0.8729,3.7817,915,533,0.0
-30.6,3.2456,10.4,3.2091,0.2074,666,0.031197,49.87,50.47,0.5573,0.8548,0.9309,3.2821,915,539,0.0
36.55,3.4398,9.1,3.4388,0.3667,673,0.034298,51.23,50.88,0.6735,0.5655,0.9264,3.4407,915,544,0.0
19.76,3.4767,19.1,3.4611,0.3956,680,0.033778,48.91,50.73,0.3567,0.3759,0.9189,3.4924,915,549,0.0
80.27,3.7917,19.9,3.7782,0.638,688,0.035779,48.39,50.47,1.4723,0.3747,0.8957,3.8053,915,555,0.0
8.9,3.8552,40.1,3.84,0.7282,695,0.044663,44.63,44.31,0.1657,0.4589,0.7958,3.8705,915,560,0.0
-22.7,3.6809,25.9,3.6676,0.5802,702,0.035216,49.15,49.79,0.3994,0.4139,0.8924,3.6942,915,566,0.0
30.91,3.3529,27.6,3.3078,0.2878,710,0.037276,48.67,47.56,0.5482,0.5986,0.8877,3.398,915,572,0.0
-40.53,4.0185,22.5,3.9935,0.8755,717,0.033461,51.2,49.7,0.7049,0.5984,0.8955,4.0434,915,577,0.0
-9.53,3.5701,27.0,3.5555,0.4726,724,0.037776,47.7,47.66,0.1806,0.7649,0.8865,3.5846,915,582,0.0
19.92,3.2587,28.8,3.248,0.5301,0,0.024502,101.5,103.65,0.1863,0.4853,0.9879,3.2694,4113,84,1.0
-11.04,3.2082,33.6,3.1808,0.4588,3,0.028204,103.96,102.76,0.1029,0.4205,0.9973,3.2357,4113,96,1.0
34.42,3.2922,45.0,3.2493,0.588,6,0.024472,107.41,105.97,0.3351,0.4323,0.9912,3.335,4113,108,1.0
-63.71,3.5243,25.0,3.5231,0.8361,9,0.02114,103.42,106.32,0.6508,0.7279,0.9927,3.5255,4113,121,1.0
43.77,3.5154,37.1,3.5145,0.8724,12,0.025218,105.32,106.58,0.41,0.2699,0.9877,3.5162,4113,133,1.0
53.48,2.9666,33.8,2.9587,0.1663,15,0.02531,103.29,103.4,0.4848,0.4774,0.996,2.9745,4113,146,1.0
-59.47,3.3266,26.5,3.3164,0.63,18,0.027732,109.54,104.63,0.5476,0.3025,0.9927,3.3368,4113,158,1.0
-71.85,3.4037,27.5,3.3796,0.7055,21,0.020711,104.52,101.71,0.6855,0.5187,0.9992,3.4278,4113,171,1.0
16.52,3.4244,32.0,3.4213,0.7475,25,0.025042,105.46,105.31,0.1529,0.4666,0.9954,3.4274,4113,187,1.0
67.19,3.2233,36.7,3.2043,0.4804,28,0.020978,102.75,110.26,0.651,0.5099,0.9933,3.2424,4113,200,1.0
-19.0,3.4478,34.5,3.4477,0.7872,31,0.024837,104.35,100.22,0.196,0.3642,0.9938,3.4479,4113,212,1.0
-15.79,3.1754,29.6,3.1705,0.4548,34,0.026653,105.89,103.8,0.1457,0.4108,0.9913,3.1803,4113,225,1.0
-67.2,3.5923,27.9,3.5553,0.9249,37,0.026521,104.99,104.19,0.6072,0.648,0.9934,3.6293,4113,237,1.0
50.78,3.3463,31.2,3.3453,0.6717,40,0.023879,102.41,102.67,0.4988,0.358,0.9939,3.3474,4113,250,1.0
33.14,3.56,27.6,3.5598,0.8751,43,0.027367,102.73,103.73,0.2963,0.4694,0.9924,3.5601,4113,262,1.0
-11.61,3.2257,22.0,3.2146,0.4837,46,0.027455,103.28,102.87,0.109,0.5109,0.9965,3.2367,4113,274,1.0
41.35,3.327,27.8,3.3117,0.6309,50,0.026347,106.17,102.46,0.4135,0.5499,0.9946,3.3423,4113,291,1.0
-36.55,3.1731,19.8,3.1642,0.4531,53,0.024165,99.69,103.87,0.3257,0.5503,0.9914,3.1819,4113,304,1.0
-67.6,3.2036,30.4,3.1683,0.4834,56,0.026465,104.34,102.92,0.6637,0.6074,0.9917,3.239,4113,316,1.0
-34.26,3.4235,25.8,3.4002,0.7385,59,0.026211,103.14,100.87,0.3191,0.6557,0.9903,3.4468,4113,328,1.0
-37.93,3.1696,29.1,3.1603,0.4296,62,0.021305,105.39,107.33,0.3508,0.6899,0.9957,3.1789,4113,341,1.0
-68.93,3.2321,33.9,3.2231,0.5192,65,0.025063,99.92,107.91,0.6435,0.3783,0.9904,3.2411,4113,353,1.0
-57.59,3.0363,42.0,3.0357,0.311,68,0.028428,107.26,105.11,0.5604,0.8113,0.994,3.0369,4113,366,1.0
49.92,3.3151,36.3,3.3081,0.5976,71,0.027609,107.63,101.93,0.4647,0.4834,0.99,3.3221,4113,378,1.0
-25.01,3.4245,29.3,3.4076,0.7195,75,0.025464,103.94,106.92,0.2296,0.4008,0.994,3.4414,4113,395,1.0
28.5,3.2521,29.4,3.2496,0.5252,78,0.026768,102.68,106.45,0.2697,0.3274,1.0,3.2547,4113,407,1.0
-31.39,3.4789,24.0,3.4614,0.8044,81,0.022516,101.51,102.46,0.3154,0.3476,0.9901,3.4964,4113,420,1.0
-29.89,3.4264,31.7,3.4235,0.7046,84,0.02076,103.62,105.33,0.3007,0.3263,0.9886,3.4294,4113,432,1.0
36.78,3.1845,29.0,3.1839,0.4573,87,0.026076,104.86,101.08,0.3534,0.6725,0.9884,3.1852,4113,445,1.0
-19.45,3.0631,27.3,3.0627,0.2815,90,0.023837,102.52,104.94,0.1669,0.743,0.9889,3.0634,4113,457,1.0
-21.06,3.1467,33.8,3.1356,0.4022,93,0.026858,105.99,106.06,0.2051,0.6266,0.9919,3.1578,4113,470,1.0
65.45,3.4001,25.7,3.3976,0.6956,97,0.021184,99.19,102.33,0.6663,0.353,0.9827,3.4026,4113,486,1.0
-17.18,3.2345,38.7,3.2337,0.5217,100,0.025626,103.21,110.19,0.1655,0.8533,0.9911,3.2354,4113,499,1.0
50.94,3.2402,36.5,3.2316,0.5407,103,0.023629,106.47,103.74,0.4804,0.4289,0.9845,3.2489,4113,511,1.0
-34.64,3.3066,28.3,3.2976,0.6095,106,0.026825,105.11,107.64,0.3155,0.7036,0.9929,3.3156,4113,524,1.0
-36.62,3.4582,15.0,3.4566,0.7576,109,0.023123,101.06,103.21,0.3379,0.1361,0.9974,3.4597,4113,536,1.0
-52.97,3.1452,22.8,3.1168,0.3771,112,0.026587,106.04,104.91,0.4904,0.6122,0.9828,3.1736,4113,548,1.0
-61.56,3.5383,32.5,3.5283,0.8627,115,0.022608,105.16,106.03,0.5798,0.1136,0.9902,3.5483,4113,561,1.0
45.69,3.2793,16.2,3.2678,0.5579,118,0.023626,105.06,104.34,0.4423,0.3203,0.9876,3.2907,4113,573,1.0
200.34,3.1287,28.2,3.1219,0.3863,122,0.02429,102.78,106.5,1.9661,0.4021,0.9857,3.1355,4113,590,1.0
-25.96,3.4982,26.0,3.4906,0.8013,125,0.026705,106.69,103.69,0.2364,0.4153,0.9885,3.5057,4113,602,1.0
-53.27,3.5099,36.5,3.5075,0.8533,128,0.027423,105.24,102.23,0.5312,0.4512,0.9877,3.5123,4113,615,1.0
-11.29,3.3654,16.3,3.3603,0.6578,131,0.024524,105.38,98.49,0.117,0.3771,0.9885,3.3704,4113,627,1.0
-51.18,3.4612,35.6,3.4299,0.7608,134,0.025858,104.48,105.98,0.5173,0.3631,0.9896,3.4926,4113,640,1.0
49.96,3.1734,41.1,3.1709,0.4571,137,0.028857,108.49,105.22,0.4665,0.3246,0.9886,3.1758,4113,652,1.0
-23.75,3.0413,20.8,3.0301,0.297,140,0.0213,104.09,102.41,0.2475,0.5348,0.9885,3.0525,4113,665,1.0
-27.74,3.4947,18.9,3.4917,0.81,143,0.025073,101.99,104.26,0.2427,0.6031,0.993,3.4977,4113,677,1.0
-101.53,3.5155,29.5,3.5034,0.8494,147,0.025997,103.35,100.01,0.9167,0.1171,0.9918,3.5276,4113,694,1.0
-14.95,3.4106,24.3,3.4062,0.7366,150,0.025736,102.71,102.46,0.1467,0.278,0.9911,3.4149,4113,706,1.0
-181.86,3.5563,24.2,3.543,0.8976,153,0.022142,101.82,102.87,1.8829,0.8548,0.9883,3.5696,4113,719,1.0
-21.61,3.4044,34.0,3.4006,0.676,156,0.028102,106.28,108.56,0.2287,0.291,0.9899,3.4081,4113,731,1.0
-53.94,3.5417,20.4,3.541,0.8892,159,0.027104,102.61,103.85,0.5565,0.0955,0.9908,3.5424,4113,744,1.0
-19.09,3.4037,37.0,3.403,0.7103,162,0.027381,102.79,104.1,0.1888,0.313,0.9861,3.4043,4113,756,1.0
36.5,3.1832,26.7,3.1781,0.4644,165,0.026478,104.8,101.99,0.3495,0.5722,0.9913,3.1883,4113,768,1.0
-26.24,3.3325,29.7,3.3268,0.6473,169,0.023792,104.52,103.17,0.2567,0.4293,0.9849,3.3381,4113,785,1.0
-16.23,3.3879,34.7,3.3488,0.6456,172,0.024909,103.4,106.48,0.1692,0.7626,0.9871,3.4269,4113,797,1.0
56.87,3.3849,34.8,3.3743,0.7194,175,0.026162,106.72,101.51,0.5016,0.4717,0.9876,3.3956,4113,810,1.0
44.38,3.3415,27.9,3.3406,0.6403,178,0.026695,103.7,101.43,0.4281,0.4307,0.9982,3.3424,4113,822,1.0
-64.67,3.2969,19.0,3.2967,0.569,181,0.02199,99.81,104.27,0.5863,0.4125,0.9887,3.2972,4113,835,1.0
-75.98,3.2084,32.2,3.1836,0.4872,184,0.024154,106.6,106.41,0.7456,0.7384,0.986,3.2332,4113,847,1.0
-18.36,3.2931,34.8,3.2617,0.5913,187,0.025112,107.07,102.84,0.1693,0.8214,0.9827,3.3245,4113,860,1.0
-202.08,3.403,35.3,3.3994,0.7008,190,0.026343,104.16,102.42,1.9124,0.6366,0.9887,3.4065,4113,872,1.0
-45.1,3.452,22.7,3.4481,0.7485,194,0.025299,103.99,105.47,0.4212,0.3647,0.972,3.4558,4113,889,1.0
-37.75,3.3573,35.5,3.3542,0.6684,197,0.025911,102.07,102.36,0.3558,0.8003,0.982,3.3605,4113,901,1.0
54.24,3.4614,41.3,3.4493,0.7633,200,0.026467,103.74,105.31,0.5471,0.6738,0.9859,3.4734,4113,914,1.0
-17.67,3.5391,32.7,3.5282,0.8877,203,0.020403,102.05,104.84,0.1587,0.2893,0.9886,3.55,4113,926,1.0
-94.24,3.3537,23.1,3.3414,0.6352,206,0.027012,102.24,101.66,0.8901,0.2542,0.9839,3.3659,4113,939,1.0
76.63,3.3247,40.3,3.3184,0.6304,209,0.02816,99.63,101.18,0.7879,0.3953,0.9873,3.3311,4113,951,1.0
-31.15,3.2812,28.1,3.2776,0.5576,212,0.028131,105.15,103.16,0.2902,0.4746,0.9894,3.2847,4113,964,1.0
-34.37,3.031,20.2,3.0052,0.3021,215,0.026794,104.71,103.46,0.3411,0.5221,0.9851,3.0567,4113,976,1.0
14.29,3.1935,15.1,3.1883,0.4445,219,0.023019,102.48,107.59,0.1543,0.6737,0.9779,3.1988,4113,993,1.0
27.75,3.4136,29.1,3.402,0.7207,222,0.026736,103.52,103.41,0.2542,0.7885,0.9875,3.4252,4113,1005,1.0
36.23,3.4849,21.6,3.4812,0.8073,225,0.026855,100.46,105.13,0.3307,0.05,0.9899,3.4885,4113,1017,1.0
11.63,3.2674,29.4,3.2604,0.5553,228,0.028331,103.07,105.86,0.1186,0.3368,0.9813,3.2744,4113,1030,1.0
55.26,3.5122,15.7,3.503,0.8832,231,0.025094,104.65,106.26,0.5002,0.535,0.9794,3.5215,4113,1042,1.0
-68.31,3.533,35.5,3.5304,0.8574,234,0.030081,103.51,104.93,0.6991,0.348,0.9823,3.5356,4113,1055,1.0
25.09,3.3013,22.5,3.2931,0.5737,237,0.022729,101.52,104.48,0.2411,0.4839,0.9782,3.3096,4113,1067,1.0
-18.41,3.2903,32.5,3.2798,0.5648,241,0.023863,105.35,103.24,0.1702,0.5454,0.9793,3.3009,4113,1084,1.0
-12.9,3.2915,34.7,3.2865,0.5708,244,0.023436,100.38,104.26,0.1193,0.3831,0.986,3.2966,4113,1096,1.0
-35.79,3.0973,18.0,3.0625,0.3542,247,0.028809,101.43,105.95,0.334,0.7684,0.9911,3.132,4113,1109,1.0
-27.15,3.5639,25.5,3.5599,0.9024,250,0.024557,101.15,100.57,0.2636,0.0717,0.988,3.5679,4113,1121,1.0
116.98,3.3863,28.8,3.3766,0.6847,253,0.024481,103.88,101.38,1.1193,0.7368,0.9869,3.3961,4113,1134,1.0
70.74,3.3797,25.9,3.377,0.6835,256,0.025438,105.65,100.79,0.7561,0.6866,0.9743,3.3825,4113,1146,1.0
-30.94,3.5151,21.0,3.5054,0.8386,259,0.027988,104.62,104.92,0.3332,0.8535,0.9829,3.5248,4113,1159,1.0
-48.15,3.5429,27.6,3.5388,0.887,262,0.028929,101.0,100.47,0.4506,0.512,0.9781,3.547,4113,1171,1.0
82.87,3.4582,13.9,3.4511,0.7839,266,0.02376,102.98,100.98,0.8086,0.6473,0.9817,3.4653,4113,1188,1.0
-49.91,3.506,26.1,3.4946,0.8351,269,0.028195,101.99,102.98,0.5142,0.1569,0.9947,3.5174,4113,1200,1.0
-105.26,3.2062,30.3,3.1923,0.4989,272,0.026842,103.64,105.82,0.9727,0.4067,0.9847,3.2201,4113,1213,1.0
27.57,3.1794,23.7,3.1762,0.4283,275,0.027386,101.45,104.04,0.285,0.7142,0.9852,3.1826,4113,1225,1.0
44.63,3.4441,32.8,3.4373,0.7517,278,0.024064,102.2,104.2,0.4376,0.7512,0.9766,3.4508,4113,1237,1.0
62.53,3.5543,33.4,3.5366,0.8671,281,0.024029,100.88,102.7,0.5501,0.0762,0.9812,3.5719,4113,1250,1.0
-38.01,3.3153,29.8,3.3126,0.6264,284,0.024393,104.32,101.57,0.4161,0.5888,0.9876,3.3179,4113,1262,1.0
20.19,3.2787,34.2,3.2765,0.5389,287,0.02828,106.26,99.87,0.1995,0.7479,0.9769,3.2808,4113,1275,1.0
-49.7,3.2647,45.0,3.261,0.5412,291,0.024719,102.69,103.98,0.4661,0.7918,0.9798,3.2683,4113,1291,1.0
-40.49,3.1734,28.9,3.1575,0.4241,294,0.025933,104.54,105.16,0.4379,0.5636,0.9857,3.1893,4113,1304,1.0
-19.13,3.3348,43.7,3.3262,0.6293,297,0.029237,103.12,101.46,0.1714,0.6607,0.9728,3.3434,4113,1316,1.0
68.43,3.4001,29.8,3.3881,0.6786,300,0.025634,100.28,106.17,0.7479,0.2239,0.9875,3.4122,4113,1329,1.0
-31.78,3.4742,40.8,3.429,0.7941,303,0.024137,101.58,103.34,0.3327,0.213,0.9769,3.5194,4113,1341,1.0
23.69,3.2617,26.0,3.2525,0.5611,306,0.024145,102.35,100.88,0.2384,0.7791,0.9835,3.2709,4113,1354,1.0
30.13,3.3291,26.0,3.291,0.6251,309,0.022709,100.16,99.33,0.2666,0.2429,0.984,3.3672,4113,1366,1.0
-31.27,3.7132,35.3,3.7121,0.6021,0,0.028743,51.93,51.41,0.6114,0.3872,0.9812,3.7144,1540,88,0.0
30.86,4.0392,21.3,4.0141,0.8668,12,0.029336,50.6,51.81,0.5624,0.0587,0.982,4.0643,1540,105,0.0
-23.53,3.7713,24.2,3.7449,0.6301,24,0.028261,51.89,53.95,0.4125,0.2615,0.981,3.7977,1540,123,0.0
-9.23,3.6114,31.9,3.6112,0.5243,36,0.028861,51.9,51.6,0.1745,0.5731,0.9778,3.6116,1540,141,0.0
-21.01,3.8027,18.8,3.7864,0.6575,49,0.03234,52.17,51.3,0.3632,0.4836,0.9852,3.819,1540,160,0.0
-8.08,3.7951,12.3,3.7928,0.6661,61,0.027392,50.4,52.07,0.1445,0.3649,0.9792,3.7973,1540,177,0.0
-43.38,3.5329,27.2,3.5009,0.4471,73,0.030917,53.42,51.45,0.7991,0.5575,0.9746,3.5648,1540,195,0.0
-10.26,3.988,32.7,3.9849,0.8306,86,0.030021,49.5,51.56,0.2041,0.4782,0.9685,3.9911,1540,214,0.0
6.54,3.4254,31.5,3.4237,0.3467,98,0.029234,50.48,51.12,0.1401,0.631,0.9739,3.4271,1540,232,0.0
-96.1,3.4035,17.6,3.4001,0.3156,110,0.027123,52.62,49.69,1.864,0.4357,0.977,3.4068,1540,250,0.0
-11.33,3.3061,31.5,3.3055,0.239,123,0.030267,51.8,50.55,0.2057,0.9471,0.9611,3.3066,1540,269,0.0
